Ulasan,Sentiment Score,Sentiment
bagus sekali berkunjung kamis malam malam jumat lawang sewu semarang sengaja menggunakan jasa guide mendapat penjelasan mendapat akses semua bagian gedung keseluruhan gedung masih bagus terawat malam hari tampak aroma seram tetap terlihat gagah gedung bersejarah arsitektural indah terpelihara baik recommended dech,0,negatif
lama berkunjung lawang sewu penasaran apa isinya ternyata berisi info perkereta apian sesuai namanya memang banyak sekali jendela pintunya kalau mau sini cukup sulit mendapatkan tempat parkir mobil mobil bisa parkir gedung disitat lokasi jalan kaki menuju lokasi cukup sekali berkunjung kesini utk tahu krn tdk terlalu banyak yg mau dilihat,-49,negatif
dulu jaman belanda pernah digunakan kantor kereta api lalu digunakan menahan pejuang indonesia terkenal bangunan angker dulu setelah renovasi malam tidak terasa horornya,-14,negatif
tempat wisata mistis yg keren disini bangunannya bagus penuh sejarah sayang semua dilihat,-12,negatif
benar benar tempat indah and eksotik akan kecewa ke semarang menyempatkan mampir,-18,negatif
kak placenya lumayan ga ngeluarin kocek yak tpi mitos ny bener gasi aku g percaya anj v,-1,negatif
keren gedung terawat bersih bpk guide nya ramah live musiknya bikin adem perlu tambahan yg jualan,18,positif
bagus tempatnya capek kelilingnya tempat parkirnya terbatas sayangnya akses penjara bawah tanah gak buka akses lantai atas gedung bagian depan ditutup bagus mencari obyrk foto medsos,-14,negatif
lawang sewu skitar km dr simpang lima kota semarang lokasi peninggalan belanda terkenal angker diberi peringkat no terserem disejagad bumi believe it or not it s up to you to decide lahan bangunan nya sangat luas srrta sangat kokoh konon katanya bahan bangunan yg dipakai sengaja didatangkan dr negri belanda msh terlihat utuh tdk pernah renovasi perbaikan sbetulnya klo siang hari tdk terkesan angker serem sm skali kurang jelas klo stlh magrib tiba,-5,negatif
pertama kali kesemarang sendirian ketemu teman disana pas perjalanan kosan ada gedung tua gitu namanya lawang sewu tempatnya pas kira serem pas udah masuk kesananya ternyata keren banget berfoto foto bersih jugaa keren deh pokoknya,-7,negatif
tempat lebih menarik didatangi menjelang malam lampu nyala semua sekalipun cerita mistis tempat namun sedikitpun mengurangi daya tarik lawang sewu banyak pengetahuan sejarah pt pos ditempat semacam musium pos lah spot foto jg banyak lawang sewu salah satu tempat yg wajib dikunjungi ke semarang tempat menarik bagus,-15,negatif
tempat yg dulu terkenal angker tdk pernah mampir selama kuliah semarang dilewati pulang mudik rumah banyak dikunjungi pelajar bagus utk belajar ttg sejarah perkereta apian,-3,negatif
kunjungan tugas kali saya keluarga menyempatkan diri mengunjungi lawang sewu mumpung kesempatan rasanya kurang afdol ke semarang tidak mengunjungi tempat wisata bagian cagar budaya nyatanya menarik minat pengunjung menjelajahinya kebetulan berkunjung hari minggu tiket masuk k unt dewasa k anak atas usia th sana tidak melihat berfoto diberbagai spot yg instagramable juga menikmati hiburan live music melayani berbagai genre lagu meski basic adalah keroncong adanya hubungan kotak sawer pengunjung anak tempat menarik tangga menuju lantai jadi bisa main naik turun tangga itu ada toko pernak pernik baju souvernir lawang sewu harga terjangkau kami cukup puas sudah mengunjungi tempat,-47,negatif
hei kalau kalian kesempatan mengunjungi semarang kamu wajib tempat kenapa tempat adalah salah satu iconic semarang bangunan bagus banget disitu juga terdapat penjelasan penjelasan lawang sewu tempo dulu masih banyak tiket masuknya di jamin murah banget hihi,-30,negatif
lawang sewu umumnya masyarakat menyebut bangunan tua yg bersejarah terletak persimpangan pusat kota semarang jawa tengah bangunan yg merupakan bekas kantor kereta api banyak mwnyimpan nilai sejarah,7,positif
semarang banyak sekali wisata unik mencekam disana terasa hawa lumayan angker itu bangunan tua pokoknya tempatmya juoss bagus bangett,-36,negatif
gedung lawang sewu adalah kantor pusat perusahaan kereta api jaman penjajahan belanda terawat renovasi masih terus berlangsung lantai bawah tanah yg merupakan tempat resapan air utk pendingin gedung saat sdh tertutup utk pengunjung banyak spot foto yg bagus juga pemandu wisata lokal bayaran sukarela sebaiknya mengunjungi tempat ini sore malam hari kalau siang panasnya sangat menyengat tidak nyaman pengunjung,-9,negatif
ketempat sktr jam setengah sore waktu tepat menghabiskan senja sembari menanti datangnya malam arstitektur gedungnya khas orientalis satu ruangan ruangan kita menapaktilas sejarah kereta api jawa tengah khususnya semarang sejak jaman hindia belanda cahaya lampu malam hari membuat gedung tampak mempesona layaknya seorang permaisuri dapat menikmati keindahannya hanya membayar ribu rupiah,-28,negatif
idn tempat tepat segitiga emas wisata kota semarang jalan pemuda tempat wisata terurus manajemenya semakin baik tahun tahun bahkan sistem tiketing menggaunakan elektronik tap cukup terjangkau tiket masuk orang sarankan tidak membawa kendaraan pribadi cukup sulit menemukan kantong parkir jenis wisata ditawarkan berupa wisata sejarah hiburan ada kafetaria mini belakang bagus untuk foto foto sarankan wisatanya berkelompok bisa berkunjung setelahnya museum mandala bhakti eng located in the golden triangle of semarang tourist sites pemuda street this tourist attraction was not maintained now the management has been improved from year to year even the ticketing system uses electronic tap affordable for admission between person i recommend not bringing a private vehicle because it is quite difficult to find parking lot the types of tours offered are in the form of historical tours entertainment and there is a mini cafeteria behind idk its called culinary or not also good for photographs i suggest a group tour so that you can visit afterwards to the mandala bhakti museum,-43,negatif
bangunan sekarang dicat ulang membuat bangunan terasa lebih cantik bawa kipas angin susah masuk taman tengah tengah gedung gedungnya terlalu saling berdekatan jadi celah angin masuk dikit banget,-23,negatif
kunjungan pertama bersama teman belom pada itu berkunjung kesemua lokasi ke penjara bawah tanahny beberapa lokasi kurang terawat juga parkiran mobil susah jangkaulebih baik naik ojek online,-14,negatif
first entrance fee nya terjangkau pelajar dpr harga spesial memasuki area depan disuguhi bangunan kuno sangat menarik memasuki area suasana tempo dulu lebih terasa nya banyaj hal yg dipelajari wajib foto area dalan yg menunjukan banyaknya pintu obyek wisata lawang sewu harus sampe rooftop biar ka kurang gitu suasana di kamar mandi nyaman masi terasa bangunan kuno nya let s visit lawamg sewu semarang,2,positif
gedung salah satu ciri khas semarang konon ceritanya tempat sangat angker sekali sekarang berkurang katanya sih hehee dulu orang imannya lemah gampang kerasukan disana lebih cenderung wanita datang bulan udah serasa uji nyali ehhehhe percaya ga percaya sih informasi jaga gedung kalau mau lebih uji nyali lantai dasarnya paling serem kita ga punya akses utk sana takutnya terjadi yang diinginkan biaya masuknya idr k kalau mau pakai guide yang mungkin menjelaskan sejarah sejarah yang ada dalam bayar loh ehheheheh,-67,negatif
lawang sewu berbeda tahun sekarang bersih tidak menyeramkan bersih selalu aktifitas performance salut utk pemerintah kota makassar,-15,negatif
beberapa kali berkunjung semarang baru kali kesampaian masuk lawang sewu gak se horror aku denger sih bangunannya emang kolonial banget banyak pintu entah jumlah tepatnya berapa banyak aja hahaha tips dariku kalau mau berkunjung kesini sih pagi hari dan bukan weekend jadi gak terlalu ramai paling ada pemandangan sepasang pasang calon pengantin prewed,-24,negatif
tak lengkap rasanya bila semarang mengunjungi tempat setiap sudut memiliki makna sayang tidak mengabadikan foto berada disini,3,positif
warga asli semarang tinggal semarang jarang pergi lawang sewu kesan masuk kedalam komplek lawang sewu terasa seram sedikit notlagia iya penataan lawang sewu sekarang cukup bagus bila dibandingkan waktu datang pertama kali tempat tapatnya bersama ibu ketika masih sd sarang laba laba berkurang semak belukar juga bangunan terlihat tua dibandingkan beberapa tahun belakang saya baiknya di lawang sewu diadakan sebuah pentas seni musik drama jadwalnya rutin sebulan sekali lebih menarik pengunjung lebih banyak pesan terakhir saya semoga hantu disana lebih akrab dengan manusia datang hahahaha bercanda,-65,negatif
salah satu tempat bersejarah kota semarang desain bangunan sangat khas zaman penjajahan era belanda,-4,negatif
tempat bersejarah wajin datang melihat sekitaran tempat karena keliatan gedung kuno juga sejarah dibaliknya lebih baik pergi siang tidak terlalu horor,-29,negatif
gedung tua pernah menjadi kantor pjka dipugar di perbaiki kesan angker tidak nampak berganti bangunan klasik resik nyaman dikunjungi datanglah pagi hari menikmati suasana lebih nyaman,-10,negatif
ada tamu teman datang semarang selalu bertanya lawang sewu apa sich ayuk kuantar kesana setelahnya selalu ckckckc hebat bagus banget,-7,negatif
kalo semarang mampir lawang sewu yg merupakan salah satu destinasi tujuan wisata lawang sewu merupakan bekas peninggalan belanda terdiri banyak ruang pintu konon mencapai pintu disebut lawang pintu sewu seribu tiket masuk rp dewasa buka mulai pagi hingga malam hari menyediakan pemandu wisata dapat menjelaskan kondisi lawang sewu sejarahnya apabila berfoto area taman pohon besar sering digunakan wisatawan duduk melepas lelah mengambil foto,-19,negatif
beberapa kelompok orang lawang sewu dianggap tempat horor menyeramkan anggapan tidak sepenuhnya salah memang kesan pertama pertama memasuki area seperti tapi kesan tidak menghalangi melanjutkan wisata banyak informasi terkait perkembangan perkeretaapian indonesia sejak zaman kolonial beberapa diorama bagus dalamnya juga terdapat tempat makan cfc jadi saat kelaparan berjalan cukup lama area sangat luas anda langsung pesan makanan cfc tiket masuk sangat murah rp rb dewasa rp rb anak anak anda juga membayar menggunakan aplikasi ovo gopay untuk mendapatkan cashback cashback ovo,-77,negatif
bangunan arsitektur indah masih terawat sangat baik menyipan berbagai sejarah jaman jaman,-1,negatif
pelayanan guidenya bagus tempat wisata edukatif tempatnya bersih tangga n pintu pintu banyak hampir g debunya perawatannya bagus,-18,negatif
malem malem diajak kesini ma cabang semarang ngerjain banget dah tempatnya luas banget lampunya terang banget malem malem banyak yang kesini,-11,negatif
salah satu tempat bersejarah semarang lokasinya pusat kota mudah dicari bangunannya besar megah ciri khas lawang sewu lokomotif halaman depan menjadi simbol gedung tersebut bekas kantor kereta api jaman dulu lupa berapa tiket masuknya datang kesini sebenarnya kali sebelum dipugar kira kira seperti sekarang dulu waktu pertama kali datang lantai paling atas sempat turun bawah kalau kata tour guidenya bekas tempat tahanan eksekusi beberapa ruangan angker wisatawan dilarang masuk pasti waktu pertama kesana suasana mistisnya masih terasa terakhir ke lawang sewu beberapa bulan lalu sudah lebih bagus tidak terkesan mistis beberapa ruangan ada koleksi benda benda diorama informasi lawang sewu,-44,negatif
bangunan bersejarah peninggalan jaman penjajahan belanda sangat luar biasa bangunan seribu pintu sangat indah kokoh masih terawat apik,-8,negatif
mengunjungi gedung lawang sewu kita berada d masa laludengan bangunan yg kuno penuh makna sejarahsetiap sudutnya dijadikan spot foto,7,positif
tempat klasik instagramable kalau dikatakan angker enggak sih disini dipajang beberapa peninggalan jaman jadi menambah wawasan langsung,2,positif
lawang sewu bangunan jaman belanda pintu banyak terlalu banyak disebut sewu artinya seribu bangunan telah dipugar jaman pemerintahan presiden sby sekarang menjadi objek wisata populer semarang cukup menarik karena khas an bangunan nya sejarah lawang sewu dan nya jalan bawah tanah hingga ini menjadi misteri kita semua,-36,negatif
pernah mengunjungi lawang sewu berkali kali tempatnya bersih sudah bagus dalemnya melihat sejarah perkereta apian indonesia foto seragam petugas kai masa lalu bangunannya apik buat foto foto menuhin galeri hehe,11,positif
bangunan bersejarah lawang sewu layak dikunjungi setiba hotel sore hari kebetulan dekat sekali lawang sewu santap sore menjelajahi hampir seluruh bangunan ada beberapa bagian tidak dikunjungi umum sore hingga malam hari tidak merasakan seram mungkin hampir setiap sudut bangunan nampak pengunjung tak puas menikmati keindahan kaca patri malam hari keesokan harinya memuaskan diri menjelajahi lawang sewu keindahan sinar matahari pagi menembus kaca patri memang mempesona kemegahan bangunan terlihat jelas menyukai bangunan kuno kunjungilah lawang sewu tiket masuk rp dewasa rp anak anak halaman ada kedai makanan cepat saji,-35,negatif
berkunjung ingin tahu yang beredar terkenal horor di lawang sewu bangunannya bagus kokoh,-18,negatif
tempat legendaris fenomenal banget sih jadi icon nya kota semarang sekarang jadi tempat rekomendasi turis bahkan orang indonesia nya aja masih ramai berdatangan kebanyakan orang datang tempat cuma foto foto bahkan jadi tempat pre wedding tempat banyak nyamuk yaa mungkin bangunan lama jadi yaudalah yaa foto foto gak apa apa digigit nyuk bentol sedikit hehe,-45,negatif
kesini krna emg iconic utk semarang jalan stasiun poncol ga jauh kok hehe kalo yg biasa jalan aja deh trs enakan kalo kesini ituh pagi soalnya kalo siang ituh ramee susah jadinya buat poto poto disini tour guidenya kalo mau pake kalo enggak sih emg rada binggung kalo yg baru pertama kali kesini binggungnya mau explore bagian mana dulu kalo tour guidenya disini yg ngasih info yg mutusin mesti trs lewat mana ada beberapa spot poto yg bagusnya emg malem sih banyak kok kalo pas pagi matahari baru nongol ituh jadi baguss baatss poto utk ruangan bawah tanahnya masih direnovasi krna kedepannya ruangan ituh dibuka umum sebelumnya dibuka sih utk umum pernah ada acara uka uka disitu haha akses masuknya ituh rada susah krna kan tergenang air jadi mesti pake boots nah lagi direnovasi mungkin nantinya biar memudahkan pengunjung oiya kalo pake tour guide juga dia nyediain jasa poto kok jadi biaya tour guide udh sma kang poto alias tour guidenya yg motoin hahaha,-27,negatif
exs bangunan stasiun lumayan rame hari libur to crowded kadang yang sulit mencari tempat parkir meski sdh alternatifnya museum mandala bhakti yg di seberang harga tiket ngak mahal k sayang ngak liat yg bawah tanah barangkali pembatasan pengunjung lebih enak yg pingin tau sejarahnya lokal guiede dr museum yg di ajak overal suka museum iniminiatur kereta alat komunikasi kuno banyak disini plus musik live keroncongnya,-1,negatif
lawang sewu dati luar ada aura mistisnya terutama masuk suasana seram makin terasa saran hati hati bila pergi rombongan tersesat,-2,negatif
salah satu bangunan khas menjadi landmark kota semarang utk wisatawan luar kota tempat boleh menjadi rujukan utk dikunjungi,-9,negatif
suka sejarah arsitek jadul wajibul kudu datang sini banyak ilmu akan dapatkan tempat,-16,negatif
tempat adalah salah satu ikon kota semarang jadi kalo ke sini rasanya ada kurang,-17,negatif
mei perjalanan mudik jawa timur menyempatkan mampir semarang berkunjung lawang sewu berfoto tempatnya cukup luas dijaga rawat baik suasana asri area menyuguhkan musik keroncong jawa musik nya didengar menikmati berkeliling di area lawang sewu ada unik masuk toilet nya pintu toilet sangat besar nuansa jaman dulu nya terasa sedikit horror,-21,negatif
lawang sewu sangat cocok dikunjungi waktu malam jumat efek seremnya berkali kali lipat tidak nyasar tidak hilang disarankan menyewa tour guide mengelilingi lawang sewu di pandu tour guide selain berkeliling semua spot juga mendapat kan sejarah lawang sewu juga dibuka auranya bisa melihat mahluk hakus,-17,negatif
tempat bersejarah berada ditengah kota semarang gedung arsitektur indah mempunyai banyak pintu didalamnya yang kesemarang jangan lupa mampir kelawang sewu dapatkan foto foto terbaik,4,positif
menyelami lebih makna simbolis kaca patri lawang sewu kaca patri tidak sekadar kaca patri biasa balik keindahannya mengandung banyak sekali maknanya di setiap gambar kaca patri sebelah kiri atas melambangkan kemakmuran keindahan alam tanah jawa kekayaan flora fauna perpaduan seni budaya barat timur kesemuanya melindungi perjalanan kereta api kemudian kaca patri sebelah kanan atas melambangkan berarti kota semarang batavia masa berada dibawah kekuasaan kerajaan belanda kaca patri bagian tengah atas menggambarkan kota maritim batavia semarang kedua kota yang merupakan bandar bandar besar sebagai pusat aktivitas maritim mendukung kesejahteraan kota amsterdam ini kita lihat sejarah kolonial masuk bandar semarang tersebut ramai sejak zaman kalalebih tepatnya sejak zaman mataram kuno penasaran pengen lawang sewu pengen tau selengkapnya mengenai lawang sewu yuk konsultasikan kami more info booking jh holiday tour transportwa telp,-75,negatif
salah satu icon merupakan bangunan bersejarah kota semarang gedung lawang sewu kondisinya terawat bahkan dijadikan obyek wisata saat menjadi salah satu andalan wisata sekaligus menjadi kebanggan kota semarang saat kedatangan tamu luar negeri segera ajak berwisata tempat dan tak putus putusnya berkata mengacungkan jempolnya very good so wonderful,-13,negatif
gedung nya terawat rapi bersih harga tiket masuk sangat terjangkau sebaiknya datang sore hari pengunjung datang mulai berkurang lebih mudah pengambilan gambar,-8,negatif
cuma jalan kaki dari hotel tempat menginap harga karcis masuknya rupiah,-8,negatif
sehabis olahraga jalan pagi sy istri tertarik masuk gedung setelah membeli karcis mulai berkeliling ditemani guide sy memutuskan menggunakan guide utk lbh tau ttg gedung semua sudut gedung datangi termasuk ruang dibawah atap yg semua kayu menarik mengetahui bangunan jaman dulu tidak suasana yg menyeramkan guide berfungsi ganda menjadi fotografer tdk perlu selfi ataupun wefi,-20,negatif
sangat antik sana keren sih terawat sampe sekarang nih dateng sini salah satu icon kota semarang,-3,negatif
berkeliling tour guide menjelaskan detil kisah ruangan ada cantiknya bangunan bersejarah masih terawat baik udaranya sejuk naik atas merinding mendengarkan sejarah yg kelam tak lupa berfoto banyak spot menarik disini,-21,negatif
ikon kota semarang masuk tiket cukup murah meriah guide lokal bisa menerangkan sejarah bagunan tersebut areal nya cukup luas buat foto cukup bagus cuma kendala membawa mobil tidak disediakan tempat parkir jadi parkir diareal luar gedung posisi parkir liar saran aja lebih baik parkir areal mall carefour lawang sewu lebih aman jalan dikit tak masalah yang penting parkir,-43,negatif
lawang sewu sebuah museum cukup menarik arsitektur yg terjaga dr jaman dulu masih terawat penerangan sangat baik pengunjung mengeksplorasi bangunan hanya karena banyak acara televiai yg seringkali mengangkat sisi angker dr bangunan maka terkadang terasa suasana mistis yg disebabkan pikiran pikiran sendiri,-7,negatif
keren arsitektur bangunannya wajib kesini kalo singgah kota semarang lokasinya strategis berada tengah kota semarang jadi dekat berbagai lokasi katanya si lebih keren waktu malam hari lebih kerasa aura mistisnya harga tiket dewasa k anak dibawah tahun k cukup terjangkau saran kalo datang dihari liburan datang lebih pagi biar dapet tempat pakirnya,-8,negatif
wisata sejarah ikon semarang lokasi tengah kota tarif tiket dewasa rp utk tarif pemandu rp,3,positif
menyusuri pintu pintu melihat sejarah bergabung rombongan menggunakan guide dijelaskan sejarah bangunan berfoto foto banyak spot gedung cantik terkesan mistis paling suka pertunjukan keroncong halaman tengah menyaksikan bahkan beberapa teman yang berjoged menikmati alunan musik,-30,negatif
well kalau ditanya berhantu ga tergantung keyakinan masing beberapa kali ke lawang sewu event sekarang kondisinya tidak seseram dulu banyak cahaya masuk banyak lampu bersih terawat lihat foto jadul bisa naik kereta jadul pokoknya keren deh buat foto bertema jadul masih ada beberapa ruangan yg dikunci rapat ga blh dimasuki pengunjung yg selama tidak sengaja mengganggu menyalahi prosedur ga diganggu ngeliat yg aneh kalau pengen nyari hantu silakan salahi prosedur yg berlaku hehe,-18,negatif
gedung beesejarah indah bersih dikelola baik terawat instagramable indah sekali dipake foto yg doyan foto tampak indah luar dalam lebih indah pintu jendela yg berjejer sangat indah abadikan,1,positif
belanda merancang membangun bangunan yg sesuai dng iklim tropis bahan yg sesuai standard bisa bertahan ratusan tahun beda kualitas bangunan sekarang,5,positif
lawang sewu penuh nilai hystory jalan jalan kesana kaya balik masa lalu gedung sangat megah dijamannya arsiteknya keren kesan serem terhapus pas kesana banyak sekali wisatawan yg berkunjung trus ada pagelaran musik kagum banget arsitek peninggalan lawang sewu masih terjaga baik informasi sejarah kita gali peninggalan benda bersejarah info poster terpampang keren abiiss pokoknya,-9,negatif
kalian kalian wisatawan asing domestik yg berkunjung semarang kurang afdol kalau mampir lawang sewu,-7,negatif
lawang sewu berarti pintu seribu merupakan bangunan peninggalan belanda sangat eksotik berada tengah kota semarang lawang sewu menjadi icon utama kota arsitektur kuno sangat instagramable abadikan bangunan merupakan gedung perkantoran pt kereta api masanya sekarang gedung kosong manfaatkan tujuan pariwisata terkadang di manfaatkan event event tertentu pameran lukisan bazar maupun pagelaran musik jazz lawang sewu tempat wajib dikunjungi bila singgah di kota semarang,-40,negatif
keren kalo malam lampu menyala banyak rungan yg benar kosong jam buka jam malamhanya kalo malam tanda alurnya ga jelas,-13,negatif
kondisi bangunan bagus terawat terjaga baik bangunan arsitekturnya bagus bernilai seni tinggi enak buat foto foto,13,positif
kunjungan kedua lawang sewu sangat unik banyak spot foto ala jaman dulu mungkin lebih baik disediakan tempat org beli minuman krn mengingat cuaca semarang panas terik,-2,negatif
sebenarnya dua kali tempat namun kunjungan kali saya ingin mengambil spot foto bangunannya di perbarui,-13,negatif
sayang cagar budaya kurang natural agak sedikit berbeda yang pernah aku kunjungi disana sekarang belajar mengenal sejarah pt kai mula hingga sekarang,-16,negatif
mohon maaf sebenarnya tempat bagus dikunjungi sangat bersejarah memiliki bentuk bangunan indah katakan arsitekturnya jumlah guide memandu rasa kurang terimaksih haturkan,-19,negatif
kira lawang sewu seperti apa ternyata bangunan dibangun jaman belanda memiliki pintu katanya soalnya ga ngitung disana ruangan berisikan gambar tulisan sebagian lantai tidak dilihat tiket maauk k utk dewasa mahasiswa tersedia penjual makanan souvenir disana saat datang ada semacam live musik yng memainkan lagu daerah alat musik daerah katanya lebih baik datang saat malam hari disana cuacanya lumayan panas diatas rata cuaca kota lainnya,-57,negatif
selalu suka bangunan lama kemarin datang malam hari lampunya cantik memang kurang terang bangunannya besar menarik dijelajahi kalau mau foto malam malam mungkin pakai kamera kamera hp standar aga susah foto bagus,-15,negatif
lama gak pulkam liat tugumuda new instagramable bgt skrng adem ngehibur anak istri piknik murah meriah,1,positif
konsep nya bagus menjaga nilai sejarah pengelolaan manajemen pengelolaan tempat wisata saya perlu dikemas lebih baik membosankan terlalu banyak ruang kosong beberapa info masyarakat menyatakan tempat terkadang digunakan uji nyali penampakan hal sesuai misi dibuka nya obyek wisata dibiarkan bukan mungkin image turis digiring persepsi yang kurang baik lebih baik jika ruang tidak dibiarkan terlalu banyak kosong di isi berbagai peninggalan sejarah dikemas lebih modern menggunakan teknologi kreativitas seni pengunjung tidak boring dan mampu membayangkan peninggalan sejarah gedung,-47,negatif
tampilan depan lawang sewu mengembalikan ke masa lalu proset tiket yg teratur tidak memakan waktu lama lebih baik datang lebih awal pagi hari menghindari antrean tiket lebih leluasa mengeksplore kira perlu waktu jam utk perjalanan santai dalan,-1,negatif
lawang sewu bangunan jaman belanda masa lalu megah berdiri berjendela awalnya mungkin difungsikan penjara masa lalu terutama bagian bawah tanahnya memang cukup seram seiring cerita beredar sekarang bangunan menjadi lebih ramah banyak event terselenggara disana bersih terurus megah meski masa berganti zaman berlalu,-18,negatif
merupakan bangunan bersejarah memiliki aura berbeda kolonial mistis yg sangat terasa ditempat,-16,negatif
diambil alih pengelolaannya pt kai langsung dijadikan museum perkereta apian kota semarang gedung lawang sewu semakin hilang kesan horor mistisnya banyak spot foto bisa dinikmati walaupun beberapa area sekarang menjadi tertutup umum,-8,negatif
baru sekali masuk sini ternyata semua sudut jadi objek foto bagus foto menceritakan kota semarang,-8,negatif
travelers suka jalan tempat yg sedikit lebih menantang mistis bersejarah dicoba kesini kalau nyaman siang hari kalau mau menantang sore ke malam,-20,negatif
gedung berada tengah kota semarang dekat tempat oleh mall berada jalan protokol masuk berbayar per orang jasa guide bawa mobil parkir mall terdekat jalan kaki m buka sampai malam jam galeri foto pemutaran video,0,negatif
sering main sini dgn tiket rb bisa keliling sepuasnya ya tadi lawang sewu menjadi menarik bila event yg diselenggarakan disini selebihnay sih menikmati bangunan kuno foto gathering sama teman sayang susah parkirnya,-8,negatif
sekian lama main lawang sewu sekarang lawang sewu memiliki perubahan sitnifikan cat kebersihan lampu sangat terang jadi tamu wisatawan akan berkunjung lawang sewu tidak seperti fikirkan ternyata lawang sewu memiliki tour gate baik sangat ramahdan biaya tour gate sangat murahyang kesal parkir di sekitaran lawang sewu susah mahal,-49,negatif
salah satu ikon kota semarang sangat ikonik furnitur khas jam dulu apik masih terawat,-6,negatif
eksotiknya lawang sewu cocok dinikmati menjelang senja hari cuaca cerah tampak perpaduan langit yg semburat berwarna jingga lampu kuning disekitar gedung dinyalakan banyak orang mengabadikan foto selfi lawang sewu habis kita berkeliling mulai gedung utama melalui lorongnya bangunan kuno sangat menarik pecinta selfie,-7,negatif
bagus kesan seram nya tidak dan sejarah perkembangan kereta api yg membuat jadi tahu perkeretaan api indonesia,-10,negatif
gedung arsitektur luar biasa salah satu ikon kota semarang menjadi destinasi wisata kota,-14,negatif
nah kalau udh di semarang ga pas kalau ga lawang sewu disini akan mempelajari sejarah gedung tersebut kalau kesini sih baiknya malam hari biar makin greget hehe,-3,negatif
berkunjung lawang sewu dibawa suasana jaman penjajahan dikenalkan sejarah perkereta apian jawa terutama asal muasal kata sepur disadur bahasa belanda sephore tempat ok foto sdh teramat biasa tidak salah mencoba,-26,negatif
landmark nya semarang wajib banget didatangi kalo semarang lokasinya sangat mudah akses krn ditengah kota,-5,negatif
lawang sewu merupakan salah satu bangunan bersejarah terkenal semarang jam buka pukul pagi malam bangunan bersejarah cukup bagus indah telah dipugar banyak tempat spot foto bagus walaupun sudah bisa foto dikaca patri terkenal didalam lawang sewu ada sejarah mengenai bidang kereta api indonesia ada miniatur kereta warna hitam didekat pintu keluar tempat sangat direkomendasikan tujuan wisata sangat padat kalau weekend banyak study tour sekolah maupun study tour umum sekitar semarang ataupun luar kota overall recommended place,-57,negatif
lawang sewu semakin horror jka qt berkunjung mlm hari sensasi mistis srasa mantep walo sdah bnyak lmpu pnerangan nmun kesan horornya msih mlekat stiap qt lwang sewu,-7,negatif
tiket masuk dewasa ribu khusus pelajar ribu menunjukkan kartu pelajar ruangan banyak yg kosong tdk terisi apapun perlu perawatan penyegaran lebih menarik dikunjungi,-3,negatif
selama semarang baru kali menyempatkan mampir masuk lawang sewu biasanya lihat luar ternyata bagus di dalamnya lawang sewu tempatnya keren buat foto foto,-2,negatif
