Ulasan,Sentiment Score,Sentiment
bangunan yang sekarang telah dicat ulang membuat bangunan terasa lebih cantik bawa kipas ya angin susah masuk di taman tengah tengah gedung karena gedungnya terlalu saling berdekatan jadi celah angin untuk masuk dikit banget,-23,negatif
kunjungan pertama bersama teman belom lagi pada saat itu saya berkunjung kesemua lokasi sampai ke penjara bawah tanahny ada beberapa lokasi kurang terawat dan juga parkiran untuk mobil susah di jangkaulebih baik naik ojek online,-14,negatif
first entrance fee nya terjangkau apalagi pelajar bisa dpr harga spesial memasuki area depan sudah disuguhi bangunan kuno yang sangat menarik memasuki area dalam suasana tempo dulu lebih terasa apalagi di dalam nya banyaj hal hal yg bisa dipelajari wajib foto di area dalan yg menunjukan banyaknya pintu di obyek wisata lawang sewu ini harus sampe ke rooftop ya biar ka kurang gitu suasana di kamar mandi juga nyaman dan masi terasa bangunan kuno nya let s visit lawamg sewu semarang,2,positif
untuk gedung ini salah satu ciri khas dari semarang yang konon ceritanya ini tempat yang sangat angker sekali pun sekarang sudah berkurang katanya sih begitu hehee dulu orang yang imannya lemah gampang kerasukan disana lebih cenderung wanita apalagi yang datang bulan udah serasa uji nyali ya ehhehhe percaya ga percaya sih itu informasi dari yang jaga gedung tapi kalau mau lebih uji nyali di lantai dasarnya yang paling serem tapi kita ga punya akses utk ke sana karena takutnya terjadi hal yang tidak diinginkan untuk biaya masuknya hanya idr k dan kalau mau bisa pakai guide yang mungkin bisa menjelaskan sejarah sejarah yang ada di dalam tapi bayar lagi loh ehheheheh,-67,negatif
lawang sewu sudah berbeda pada tahun sekarang bersih dan tidak menyeramkan bersih dan selalu ada aktifitas performance salut utk pemerintah kota makassar,-15,negatif
sudah beberapa kali berkunjung ke semarang tapi baru kali ini kesampaian untuk masuk ke lawang sewu gak se horror yang aku denger sih bangunannya emang kolonial banget dengan banyak pintu yang entah jumlah tepatnya berapa banyak aja hahaha tips dariku kalau mau berkunjung kesini sih pagi hari ya dan bukan weekend jadi gak terlalu ramai paling akan ada pemandangan sepasang dua pasang calon pengantin yang prewed,-24,negatif
tak lengkap rasanya bila ke semarang tanpa mengunjungi tempat ini setiap sudut memiliki makna dan sayang untuk tidak mengabadikan foto ketika berada disini,3,positif
saya warga asli semarang dan tinggal di semarang saya juga jarang pergi ke lawang sewu kesan ketika masuk kedalam komplek lawang sewu begitu terasa seram sedikit notlagia iya penataan lawang sewu yang sekarang menurut saya sudah cukup bagus bila dibandingkan waktu saya datang pertama kali ke tempat ini tapatnya bersama ibu saya ketika saya masih sd sarang laba laba sudah berkurang semak belukar juga bangunan tidak terlihat tua dibandingkan beberapa tahun ke belakang menurut saya ada baiknya jika di lawang sewu diadakan sebuah pentas seni musik atau drama yang jadwalnya rutin sebulan sekali agar lebih menarik pengunjung lebih banyak lagi pesan terakhir saya semoga hantu disana bisa lebih akrab lagi dengan manusia yang datang hahahaha bercanda,-65,negatif
salah satu tempat bersejarah di kota semarang dengan desain bangunan yang sangat khas dengan zaman penjajahan era belanda dahulu,-4,negatif
tempat bersejarah wajin datang untuk melihat sekitaran tempat ini karena selain keliatan seperti gedung kuno ada juga sejarah dibaliknya lebih baik pergi saat siang agar tidak terlalu horor,-29,negatif
gedung tua yang pernah menjadi kantor pjka kembali dipugar dan di perbaiki kesan angker sudah tidak nampak berganti dengan bangunan klasik yang resik dan nyaman untuk dikunjungi datanglah pagi hari untuk menikmati suasana yang lebih nyaman,-10,negatif
jika ada tamu atau teman datang ke semarang mereka selalu bertanya lawang sewu seperti apa sich ayuk kuantar kesana dan setelahnya mereka selalu ckckckc hebat ya bagus banget,-7,negatif
kalo ke semarang harus mampir ke lawang sewu yg merupakan salah satu destinasi tujuan wisata lawang sewu merupakan bekas peninggalan belanda yang terdiri dari banyak ruang dan pintu konon mencapai pintu maka disebut lawang pintu sewu seribu tiket masuk rp untuk dewasa buka mulai pagi hingga malam hari dan menyediakan pemandu wisata yang dapat menjelaskan tentang kondisi lawang sewu dan sejarahnya apabila ingin berfoto di area taman ada pohon besar yang sering digunakan wisatawan untuk duduk melepas lelah dan mengambil foto,-19,negatif
bagi beberapa kelompok orang lawang sewu masih dianggap sebagai tempat horor menyeramkan anggapan ini tidak sepenuhnya salah karena memang kesan pertama kami saat pertama memasuki area juga seperti itu tapi kesan itu tidak menghalangi kami untuk melanjutkan wisata banyak informasi terkait perkembangan perkeretaapian di indonesia sejak zaman kolonial dan juga beberapa diorama yang bagus di dalamnya juga terdapat tempat makan cfc jadi saat anda kelaparan setelah berjalan cukup lama di area yang sangat luas ini anda bisa langsung bisa pesan makanan di cfc untuk tiket masuk sangat murah yaitu rp rb untuk dewasa rp rb untuk anak anak anda juga bisa membayar menggunakan aplikasi ovo gopay untuk mendapatkan cashback cashback ovo,-77,negatif
bangunan dengan arsitektur indah yang masih terawat dengan sangat baik dan menyipan berbagai sejarah dari jaman ke jaman,-1,negatif
pelayanan guidenya bagus tempat wisata yang edukatif tempatnya bersih sampai tangga n pintu pintu yang banyak pun hampir g ada debunya perawatannya bagus,-18,negatif
malem malem diajak kesini ma cabang semarang ngerjain banget dah tempatnya luas banget lampunya terang banget malem malem masih banyak juga yang kesini,-11,negatif
salah satu tempat bersejarah di semarang lokasinya di pusat kota mudah dicari karena bangunannya besar dan megah ciri khas dari lawang sewu ada lokomotif di halaman depan yang menjadi simbol bahwa gedung tersebut bekas kantor kereta api jaman dulu saya sudah lupa berapa tiket masuknya karena datang kesini sebenarnya sudah kali dari sebelum dipugar kira kira sampai seperti sekarang dulu waktu pertama kali datang saya masih bisa ke lantai paling atas dan sempat turun ke bawah juga kalau kata tour guidenya bekas tempat tahanan di eksekusi dan ada beberapa ruangan yang angker wisatawan dilarang masuk yang pasti waktu pertama kesana suasana mistisnya masih terasa tapi terakhir ke lawang sewu beberapa bulan lalu sudah lebih bagus dan tidak terkesan mistis di beberapa ruangan ada koleksi benda benda diorama dan informasi tentang lawang sewu,-44,negatif
bangunan bersejarah peninggalan jaman penjajahan belanda yang sangat luar biasa bangunan dengan seribu pintu yang sangat indah dan kokoh dan masih terawat dengan apik,-8,negatif
dengan mengunjungi gedung lawang sewu seolah kita berada d masa laludengan bangunan yg masih kuno penuh makna sejarahsetiap sudutnya bisa dijadikan spot foto,7,positif
tempat klasik yang instagramable kalau dikatakan angker enggak sih disini dipajang beberapa peninggalan jaman dahulu jadi bisa menambah wawasan secara langsung,2,positif
lawang sewu adalah bangunan jaman belanda dengan pintu yang banyak karena terlalu banyak maka disebut sewu yang artinya seribu bangunan ini telah dipugar di jaman pemerintahan presiden sby dan sekarang menjadi objek wisata yang populer di semarang cukup menarik selain karena ke khas an dari bangunan nya juga sejarah dari lawang sewu ini dan ada nya jalan bawah tanah yang hingga saat ini masih menjadi misteri bagi kita semua,-36,negatif
saya pernah mengunjungi lawang sewu berkali kali tempatnya bersih dan sudah bagus di dalemnya bisa melihat sejarah perkereta apian di indonesia ada foto seragam petugas kai masa lalu dsb bangunannya apik buat foto foto dan menuhin galeri hehe,11,positif
sebagai bangunan bersejarah lawang sewu layak dikunjungi setiba di hotel pada sore hari kebetulan dekat sekali dengan lawang sewu setelah santap sore saya menjelajahi hampir seluruh bangunan kecuali ada beberapa bagian yang tidak boleh dikunjungi oleh umum saat sore hingga malam hari saya tidak merasakan seram mungkin karena hampir di setiap sudut bangunan nampak pengunjung ya tak puas menikmati keindahan kaca patri di malam hari keesokan harinya saya memuaskan diri menjelajahi lawang sewu keindahan sinar matahari pagi yang menembus kaca patri memang mempesona kemegahan bangunan masih terlihat jelas anda menyukai bangunan kuno kunjungilah lawang sewu tiket masuk hanya rp untuk dewasa dan rp untuk anak anak di halaman juga ada kedai makanan cepat saji,-35,negatif
kami berkunjung karena ingin tahu karena yang beredar dan terkenal karena horor tetapi di lawang sewu bangunannya bagus dan kokoh,-18,negatif
ini tempat legendaris dan fenomenal banget sih karena jadi icon nya kota semarang sampai sekarang pun masih jadi tempat rekomendasi untuk turis bahkan orang indonesia nya aja masih ramai berdatangan kebanyakan orang datang ke tempat ini cuma untuk foto foto bahkan jadi tempat pre wedding walau tempat ini banyak nyamuk yaa mungkin karena bangunan lama juga jadi yaudalah yaa demi foto foto gak apa apa digigit nyuk bentol sedikit hehe,-45,negatif
kesini krna emg ini iconic utk semarang ya jalan dari stasiun poncol ga jauh kok hehe kalo yg biasa jalan aja deh trs enakan kalo kesini ituh pagi ya soalnya kalo siang ituh ramee dan susah jadinya buat poto poto disini ada tour guidenya juga kalo mau pake itu juga kalo enggak sih emg rada binggung kalo yg baru pertama kali kesini binggungnya mau explore bagian mana dulu sedangkan kalo ada tour guidenya dia disini yg ngasih kita info dan yg mutusin mesti kemana trs lewat mana tapi ada beberapa spot poto yg bagusnya emg malem sih tapi masih banyak kok kalo pas pagi dan matahari baru nongol ituh jadi baguss baatss poto kita utk ruangan bawah tanahnya masih direnovasi krna kedepannya nanti ruangan ituh dibuka untuk umum sebelumnya juga dibuka sih utk umum dan pernah juga ada acara uka uka disitu haha tapi akses masuknya ituh rada susah krna kan tergenang air jadi mesti pake boots nah ini lagi direnovasi mungkin nantinya biar memudahkan pengunjung oiya kalo pake tour guide juga dia nyediain jasa poto kok jadi biaya tour guide udh sma kang poto alias tour guidenya yg motoin kita hahaha,-27,negatif
exs bangunan stasiun ini lumayan rame di hari libur to crowded kadang dan yang agak sulit mencari tempat parkir meski sdh ada alternatifnya di museum mandala bhakti yg ada di seberang harga tiket ngak mahal k saja sayang ngak bisa liat yg bawah tanah barangkali ada pembatasan pengunjung akan lebih enak yg pingin tau sejarahnya ada lokal guiede dr museum yg bisa di ajak overal suka dengan museum iniminiatur kereta dan alat komunikasi kuno banyak disini plus musik live keroncongnya,-1,negatif
lawang sewu dati luar sudah ada aura mistisnya dan terutama saat masuk suasana seram makin terasa saran saya hati hati bila pergi rombongan bisa tersesat,-2,negatif
salah satu bangunan khas yang menjadi landmark kota semarang utk wisatawan dari luar kota tempat ini boleh menjadi rujukan utk dikunjungi,-9,negatif
yang suka sejarah arsitek jadul wajibul kudu datang ke sini banyak ilmu yang akan anda dapatkan dari tempat ini,-16,negatif
tempat ini adalah salah satu ikon dari kota semarang jadi kalo belum ke sini rasanya masih ada yang kurang,-17,negatif
mei saat perjalanan mudik ke jawa timur menyempatkan mampir ke semarang dan berkunjung ke lawang sewu untuk berfoto tempatnya cukup luas dijaga dan di rawat dengan baik suasana yang asri ada area yang menyuguhkan musik keroncong jawa musik nya bisa didengar sambil menikmati berkeliling di area lawang sewu dan ada yang unik ketika masuk ke toilet nya pintu toilet sangat besar dan nuansa jaman dulu nya terasa sedikit horror,-21,negatif
lawang sewu sangat cocok dikunjungi di waktu malam jumat agar efek seremnya berkali kali lipat agar tidak nyasar dan tidak hilang disarankan agar menyewa tour guide untuk mengelilingi lawang sewu dengan di pandu oleh tour guide kita selain bisa berkeliling ke semua spot kita juga mendapat kan sejarah lawang sewu dan juga bisa dibuka auranya agar bisa melihat mahluk hakus sekitar,-17,negatif
tempat bersejarah yang berada ditengah kota semarang gedung dengan arsitektur indah dan mempunyai banyak pintu didalamnya untuk yang kesemarang jangan lupa mampir kelawang sewu dan dapatkan foto foto terbaik,4,positif
menyelami lebih dalam makna simbolis kaca patri di lawang sewu kaca patri ini tidak sekadar kaca patri biasa namun di balik keindahannya mengandung banyak sekali maknanya di setiap gambar kaca patri sebelah kiri atas melambangkan kemakmuran dan keindahan alam tanah jawa kekayaan flora dan fauna serta perpaduan seni budaya barat dan timur yang kesemuanya melindungi perjalanan kereta api kemudian kaca patri sebelah kanan atas melambangkan yang berarti tentang kota semarang dan batavia pada masa itu yang berada dibawah kekuasaan kerajaan belanda kaca patri bagian tengah atas menggambarkan kota maritim yaitu batavia dan semarang kedua kota yang merupakan bandar bandar besar dan sebagai pusat aktivitas maritim untuk mendukung kesejahteraan kota amsterdam hal ini juga kita bisa lihat dari sejarah sebelum kolonial masuk bandar semarang tersebut sudah ramai sejak zaman dahulu kalalebih tepatnya sejak zaman mataram kuno penasaran pengen ke lawang sewu dan pengen tau selengkapnya mengenai lawang sewu yuk konsultasikan dengan kami more info booking jh holiday tour transportwa telp,-75,negatif
salah satu icon dan merupakan bangunan bersejarah di kota semarang yaitu gedung lawang sewu yang kondisinya masih terawat bahkan dijadikan obyek wisata sehingga saat ini menjadi salah satu andalan wisata yang sekaligus menjadi kebanggan kota semarang maka saat kami kedatangan tamu dari luar negeri segera kami ajak berwisata ke tempat ini dan tak putus putusnya mereka berkata sambil mengacungkan jempolnya very good so wonderful,-13,negatif
gedung nya terawat rapi dan bersih harga tiket masuk sangat terjangkau sebaiknya datang di sore hari karena pengunjung yang datang mulai berkurang sehingga lebih mudah untuk pengambilan gambar,-8,negatif
cuma jalan kaki saja dari hotel tempat kami menginap untuk harga karcis masuknya antara rupiah,-8,negatif
sehabis olahraga jalan pagi sy dan istri tertarik masuk ke gedung ini setelah membeli karcis kami mulai berkeliling ditemani guide sy memutuskan menggunakan guide utk lbh tau ttg gedung ini semua sudut gedung kami datangi termasuk ruang dibawah atap yg semua dari kayu menarik mengetahui bangunan jaman dulu tapi tidak ada suasana yg menyeramkan guide berfungsi ganda bisa menjadi fotografer kita tdk perlu selfi ataupun wefi,-20,negatif
sangat antik di sana ya keren sih masih terawat sampe sekarang harus nih dateng ke sini salah satu icon kota semarang,-3,negatif
kami berkeliling dengan tour guide yang menjelaskan dengan detil kisah setiap ruangan yang ada cantiknya bangunan bersejarah yang masih terawat dengan baik udaranya sejuk kita naik sampai atas sambil merinding mendengarkan sejarah yg kelam tak lupa berfoto di banyak spot menarik disini,-21,negatif
ikon kota semarang untuk masuk tiket cukup murah meriah ada guide lokal yang bisa menerangkan sejarah bagunan tersebut areal nya cukup luas buat foto cukup bagus cuma kendala bagi yang membawa mobil karena tidak disediakan tempat parkir jadi harus parkir diareal luar gedung dengan posisi parkir liar saran aja lebih baik parkir di areal mall carefour sebelum lawang sewu lebih aman jalan dikit tak masalah yang penting dapat parkir,-43,negatif
lawang sewu sebagai sebuah museum cukup menarik arsitektur yg masih terjaga dr jaman dulu dan masih terawat penerangan sangat baik dan pengunjung bisa mengeksplorasi bangunan ini hanya saja karena banyak acara di televiai yg seringkali mengangkat sisi angker dr bangunan ini maka terkadang terasa suasana mistis yg disebabkan oleh pikiran pikiran kita sendiri,-7,negatif
keren arsitektur bangunannya wajib kesini kalo singgah ke kota semarang lokasinya juga strategis karena berada di tengah kota semarang jadi dekat dengan berbagai lokasi katanya si lebih keren waktu malam hari lebih kerasa aura mistisnya harga tiket untuk dewasa k dan anak dibawah tahun k cukup terjangkau saran kalo datang dihari liburan bisa datang lebih pagi biar dapet tempat pakirnya,-8,negatif
wisata sejarah dan ikon semarang lokasi tengah kota tarif tiket dewasa rp dan utk tarif pemandu rp,3,positif
menyusuri pintu demi pintu melihat sejarah bergabung dengan rombongan yang menggunakan guide dijelaskan sejarah dari bangunan ini berfoto foto karena banyak spot gedung yang cantik dan terkesan mistis hal yang paling saya suka ada pertunjukan keroncong di halaman tengah saya menyaksikan bahkan ada beberapa teman yang berjoged menikmati alunan musik,-30,negatif
well kalau ditanya berhantu atau ga tergantung keyakinan masing beberapa kali saya ke lawang sewu karena ada event sekarang kondisinya sudah tidak seseram dulu banyak cahaya masuk banyak lampu bersih terawat kita bisa lihat foto jadul bisa naik kereta jadul pokoknya keren deh buat foto bertema jadul tapi masih ada beberapa ruangan yg dikunci rapat ga blh dimasuki pengunjung yg pasti selama kita tidak dengan sengaja mengganggu atau menyalahi prosedur kita ga akan diganggu atau ngeliat yg aneh tapi kalau pengen nyari hantu silakan salahi prosedur yg berlaku hehe,-18,negatif
gedung beesejarah yang indah bersih dikelola dengan baik dan terawat instagramable indah sekali dipake foto bagi yg doyan foto tampak indah dari luar dari dalam pun lebih indah pintu dan jendela yg berjejer sangat indah di abadikan,1,positif
belanda telah merancang dan membangun bangunan yg sesuai dng iklim tropis dan bahan yg sesuai standard sehingga bisa bertahan ratusan tahun beda dengan kualitas bangunan sekarang,5,positif
lawang sewu penuh nilai hystory jalan jalan kesana kaya balik ke masa lalu gedung ini sangat megah dijamannya arsiteknya keren kesan serem terhapus karena pas kesana ada banyak sekali wisatawan yg berkunjung trus juga ada pagelaran musik kagum banget dengan arsitek dan peninggalan di lawang sewu yang masih terjaga dengan baik informasi sejarah bisa kita gali dari peninggalan benda bersejarah info dan poster yang terpampang keren abiiss pokoknya,-9,negatif
untuk kalian kalian para wisatawan asing atau domestik yg ingin berkunjung ke semarang kurang afdol kalau belum mampir ke lawang sewu,-7,negatif
lawang sewu yang berarti pula pintu seribu merupakan bangunan peninggalan belanda yang sangat eksotik berada di tengah kota semarang lawang sewu menjadi icon utama di kota ini arsitektur kuno yang sangat instagramable untuk di abadikan dulunya bangunan ini merupakan gedung perkantoran pt kereta api pada masanya sekarang hanya gedung kosong yang di manfaatkan untuk tujuan pariwisata dan terkadang di manfaatkan untuk event event tertentu seperti pameran lukisan bazar maupun pagelaran musik jazz lawang sewu tempat yang wajib dikunjungi bila singgah di kota semarang,-40,negatif
keren kalo malam lampu menyala hanya banyak rungan yg benar kosong jam buka sampai jam malamhanya kalo malam tanda atau alurnya ga begitu jelas,-13,negatif
kondisi bangunan masih bagus terawat dan terjaga dengan baik bangunan arsitekturnya bagus dan bernilai seni tinggi enak buat foto foto,13,positif
kunjungan kedua di lawang sewu sangat unik dan banyak spot foto ala jaman dulu mungkin lebih baik jika disediakan tempat untuk org beli minuman krn mengingat cuaca di semarang panas terik,-2,negatif
saya sebenarnya sudah dua kali ke tempat ini namun kunjungan yang kali ini saya hanya ingin mengambil spot foto karena bangunannya sudah di perbarui,-13,negatif
sayang cagar budaya kurang natural dan agak sedikit berbeda dengan yang pernah aku kunjungi tapi disana sekarang bisa belajar mengenal sejarah pt kai dari mula hingga sekarang,-16,negatif
mohon maaf sebenarnya tempat ini bagus dikunjungi karena sangat bersejarah dan memiliki bentuk bangunan yang indah saya katakan begitu arsitekturnya namun jumlah guide yang memandu saya rasa kurang terimaksih saya haturkan,-19,negatif
saya kira lawang sewu itu seperti apa ternyata hanya bangunan yang dibangun pada jaman belanda yang memiliki pintu katanya soalnya ga ngitung disana hanya ruangan yang berisikan gambar atau tulisan saja ada sebagian lantai yang tidak bisa dilihat tiket maauk hanya k utk dewasa atau mahasiswa tersedia penjual makanan dan souvenir disana pada saat saya datang ada semacam live musik yng memainkan lagu daerah dengan alat musik daerah juga katanya lebih baik datang pada saat malam hari karena disana cuacanya lumayan panas diatas rata cuaca di kota lainnya,-57,negatif
selalu suka bangunan lama kemarin datang di malam hari lampunya cantik tapi memang kurang terang bangunannya besar dan menarik untuk dijelajahi kalau mau foto malam malam mungkin harus pakai kamera kamera hp standar aga susah dapat foto bagus,-15,negatif
lama gak pulkam liat tugumuda new instagramable bgt skrng adem bisa ngehibur anak istri piknik murah meriah,1,positif
