Ulasan,Sentiment Score,Sentiment
bangun sejarah lawang sewu layak kunjung tiba hotel sore hari betul dekat sekali lawang sewu santap sore jajah hampir seluruh bangun ada beberapa bagi tidak kunjung umum sore hingga malam hari tidak rasa seram mungkin hampir tiap sudut bangun nampak unjung tidak puas nikmat indah kaca patri malam hari esok hari muas diri jajah lawang sewu indah sinar matahari pagi tembus kaca patri memang pesona megah bangun lihat jelas suka bangun kuno kunjung lawang sewu tiket masuk rp dewasa rp anak anak halaman ada kedai makan cepat saji,-35,negatif
kunjung ingin tahu yang edar kenal horor di lawang sewu bangun bagus kokoh,-18,negatif
tempat legendaris fenomenal banget sih jadi icon nya kota semarang sekarang jadi tempat rekomendasi turis bahkan orang indonesia nya saja masih ramai datang banyak orang datang tempat cuma foto foto bahkan jadi tempat pre wedding tempat banyak nyamuk ya mungkin bangun lama jadi yaudalah ya foto foto tidak apa apa gigit nyuk bentol sedikit hehe,-45,negatif
kesini karena memang iconic untuk semarang jalan stasiun poncol tidak jauh kok hehe kalau yang biasa jalan saja deh terus enak kalau kesini ituh pagi soal kalau siang ituh ramee susah jadi buat poto poto sini tour guidenya kalau mau pakai kalau enggak sih memang rada binggung kalau yang baru pertama kali kesini binggungnya mau explore bagi mana dahulu kalau tour guidenya sini yang beri informasi yang mutusin mesti terus lewat mana ada beberapa spot poto yang bagus memang malam sih banyak kok kalau pas pagi matahari baru nongol ituh jadi bagus baatss poto untuk ruang bawah tanah masih renovasi karena depan ruang ituh buka umum belum buka sih untuk umum pernah ada acara uka uka situ haha akses masuk ituh rada susah karena akan genang air jadi mesti pakai boots nah lagi renovasi mungkin nanti biar mudah unjung oiya kalau pakai tour guide juga dia nyediain jasa poto kok jadi biaya tour guide sudah sama kang poto alias tour guidenya yang motoin hahaha,-27,negatif
exs bangun stasiun lumayan ramai hari libur to crowded kadang yang sulit cari tempat parkir meski sudah alternatif museum mandala bhakti yang di seberang harga tiket tidak mahal ke sayang tidak lihat yang bawah tanah barangkali batas unjung lebih enak yang ingin tahu sejarah lokal guiede dari museum yang di ajak overal suka museum iniminiatur kereta alat komunikasi kuno banyak sini tambah musik live keroncong,-1,negatif
lawang sewu dati luar ada aura mistis utama masuk suasana seram makin asa saran hati hati bila pergi rombong sesat,-2,negatif
salah satu bangun khas jadi landmark kota semarang untuk wisatawan luar kota tempat boleh jadi rujuk untuk kunjung,-9,negatif
suka sejarah arsitek jadul wajibul kudu datang sini banyak ilmu akan dapat tempat,-16,negatif
tempat adalah salah satu ikon kota semarang jadi kalau ke sini rasa ada kurang,-17,negatif
mei jalan mudik jawa timur sempat mampir semarang kunjung lawang sewu foto tempat cukup luas jaga rawat baik suasana asri area suguh musik keroncong jawa musik nya dengar nikmat keliling di area lawang sewu ada unik masuk toilet nya pintu toilet sangat besar nuansa jaman dahulu nya asa sedikit horror,-21,negatif
lawang sewu sangat cocok kunjung waktu malam jumat efek rem kali kali lipat tidak sesat tidak hilang saran sewa tour guide keliling lawang sewu di pandu tour guide selain keliling semua spot juga dapat akan sejarah lawang sewu juga buka aura bisa lihat mahluk hakus,-17,negatif
tempat sejarah asa tengah kota semarang gedung arsitektur indah punya banyak pintu dalam yang kesemarang jangan lupa mampir lawang sewu dapat foto foto baik,4,positif
lam lebih makna simbolis kaca patri lawang sewu kaca patri tidak sekadar kaca patri biasa balik indah kandung banyak sekali makna di tiap gambar kaca patri belah kiri atas melambang makmur indah alam tanah jawa kaya flora fauna padu seni budaya barat timur semua lindung jalan kereta api kemudian kaca patri belah kanan atas melambang arti kota semarang batavia masa asa bawah kuasa raja belanda kaca patri bagi tengah atas gambar kota maritim batavia semarang dua kota yang rupa bandar bandar besar bagai pusat aktivitas maritim dukung sejahtera kota amsterdam ini kita lihat sejarah kolonial masuk bandar semarang sebut ramai sejak zaman kalalebih tepat sejak zaman mataram kuno penasaran ken lawang sewu ken tahu lengkap kena lawang sewu ayo konsultasi kami more informasi booking jh holiday tour transportwa telepon,-75,negatif
salah satu icon rupa bangun sejarah kota semarang gedung lawang sewu kondisi awat bahkan jadi obyek wisata saat jadi salah satu andal wisata sekaligus jadi banggan kota semarang saat datang tamu luar negeri segera ajak wisata tempat dan tidak putus putus kata acung jempol sangat bagus so wonderful,-13,negatif
gedung nya awat rapi bersih harga tiket masuk sangat jangkau baik datang sore hari unjung datang mulai kurang lebih mudah ambil gambar,-8,negatif
cuma jalan kaki dari hotel tempat inap harga karcis masuk rupiah,-8,negatif
habis olahraga jalan pagi saya istri tarik masuk gedung telah beli karcis mulai keliling tani guide saya putus guna guide untuk lebih tahu tentang gedung semua sudut gedung datang masuk ruang bawah atap yang semua kayu tarik tahu bangun jaman dahulu tidak suasana yang seram guide fungsi ganda jadi fotografer tidak perlu selfi atau wefi,-20,negatif
sangat antik sana keren sih awat sampai sekarang nih datang sini salah satu icon kota semarang,-3,negatif
keliling tour guide jelas detil kisah ruang ada cantik bangun sejarah masih awat baik udara sejuk naik atas merinding dengar sejarah yang kelam tidak lupa foto banyak spot tarik sini,-21,negatif
ikon kota semarang masuk tiket cukup murah riah guide lokal bisa terang sejarah bagunan sebut areal nya cukup luas buat foto cukup bagus cuma kendala bawa mobil tidak sedia tempat parkir jadi parkir areal luar gedung posisi parkir liar saran saja lebih baik parkir areal mall carefour lawang sewu lebih aman jalan dikit tidak masalah yang penting parkir,-43,negatif
lawang sewu buah museum cukup tarik arsitektur yang jaga dari jaman dahulu masih awat terang sangat baik unjung eksplorasi bangun hanya karena banyak acara televiai yang seringkali angkat sisi angker dari bangun maka terkadang asa suasana mistis yang sebab pikir pikir sendiri,-7,negatif
keren arsitektur bangun wajib kesini kalau singgah kota semarang lokasi strategis asa tengah kota semarang jadi dekat bagai lokasi kata sih lebih keren waktu malam hari lebih rasa aura mistis harga tiket dewasa ke anak bawah tahun ke cukup jangkau saran kalau datang hari libur datang lebih pagi biar dapat tempat pakirnya,-8,negatif
wisata sejarah ikon semarang lokasi tengah kota tarif tiket dewasa rp untuk tarif pandu rp,3,positif
susur pintu pintu lihat sejarah gabung rombong guna guide jelas sejarah bangun foto foto banyak spot gedung cantik kes mistis paling suka tunjuk keroncong halaman tengah saksi bahkan beberapa teman yang berjoged nikmat alun musik,-30,negatif
well kalau tanya hantu tidak gantung yakin masing beberapa kali ke lawang sewu event sekarang kondisi tidak seram dahulu banyak cahaya masuk banyak lampu bersih awat lihat foto jadul bisa naik kereta jadul pokok keren deh buat foto tema jadul masih ada beberapa ruang yang kunci rapat tidak boleh masuk unjung yang lama tidak sengaja ganggu salah prosedur tidak ganggu ngeliat yang aneh kalau ken cari hantu sila salah prosedur yang laku hehe,-18,negatif
gedung beesejarah indah bersih kelola baik awat instagramable indah sekali di pakai foto yang doyan foto tampak indah luar dalam lebih indah pintu jendela yang jejer sangat indah abadi,1,positif
belanda rancang bangun bangun yang sesuai dengan iklim tropis bahan yang sesuai standard bisa tahan ratus tahun beda kualitas bangun sekarang,5,positif
lawang sewu penuh nilai hystory jalan jalan kesana kayak balik masa lalu gedung sangat megah jam arsitek keren kesan rem hapus pas kesana banyak sekali wisatawan yang kunjung terus ada pagelaran musik kagum banget arsitek tinggal lawang sewu masih jaga baik informasi sejarah kita gali tinggal benda sejarah informasi poster pampang keren abiiss pokok,-9,negatif
kalian kalian wisatawan asing domestik yang kunjung semarang kurang afdol kalau mampir lawang sewu,-7,negatif
lawang sewu arti pintu ribu rupa bangun tinggal belanda sangat eksotik asa tengah kota semarang lawang sewu jadi icon utama kota arsitektur kuno sangat instagramable abadi bangun rupa gedung kantor persero batas kereta api masa sekarang gedung kosong manfaat tuju pariwisata terkadang di manfaat event event tentu pamer lukis bazar maupun pagelaran musik jazz lawang sewu tempat wajib kunjung bila singgah di kota semarang,-40,negatif
keren kalau malam lampu nyala banyak rungan yang benar kosong jam buka jam malamhanya kalau malam tanda alur tidak jelas,-13,negatif
kondisi bangun bagus awat jaga baik bangun arsitektur bagus nila seni tinggi enak buat foto foto,13,positif
kunjung dua lawang sewu sangat unik banyak spot foto ala jaman dahulu mungkin lebih baik sedia tempat orang beli minum karena ingat cuaca semarang panas terik,-2,negatif
benar dua kali tempat namun kunjung kali saya ingin ambil spot foto bangun di baru,-13,negatif
sayang cagar budaya kurang natural agak sedikit beda yang pernah aku kunjung sana sekarang ajar kenal sejarah persero batas kai mula hingga sekarang,-16,negatif
mohon maaf benar tempat bagus kunjung sangat sejarah milik bentuk bangun indah kata arsitektur jumlah guide pandu rasa kurang terima kasih hatur,-19,negatif
kira lawang sewu seperti apa nyata bangun bangun jaman belanda milik pintu kata soal tidak ngitung sana ruang risi gambar tulis bagi lantai tidak lihat tiket maauk ke untuk dewasa mahasiswa sedia jual makan souvenir sana saat datang ada macam live musik yng main lagu daerah alat musik daerah kata lebih baik datang saat malam hari sana cuaca lumayan panas atas rata cuaca kota lain,-57,negatif
selalu suka bangun lama kemarin datang malam hari lampu cantik memang kurang terang bangun besar tarik jajah kalau mau foto malam malam mungkin pakai kamera kamera handphone standar agak susah foto bagus,-15,negatif
lama tidak pulkam lihat tugumuda new instagramable banget sekarang adem ngehibur anak istri piknik murah riah,1,positif
konsep nya bagus jaga nilai sejarah kelola manajemen kelola tempat wisata saya perlu kemas lebih baik bosan terlalu banyak ruang kosong beberapa informasi masyarakat nyata tempat terkadang guna uji nyali tampak hal sesuai misi buka nya obyek wisata biar bukan mungkin image turis giring persepsi yang kurang baik lebih baik jika ruang tidak biar terlalu banyak kosong di isi bagai tinggal sejarah kemas lebih modern guna teknologi kreativitas seni unjung tidak boring dan mampu bayang tinggal sejarah gedung,-47,negatif
tampil depan lawang sewu kembali ke masa lalu proset tiket yang atur tidak makan waktu lama lebih baik datang lebih awal pagi hari hindar antre tiket lebih leluasa mengeksplore kira perlu waktu jam untuk jalan santai dal,-1,negatif
lawang sewu bangun jaman belanda masa lalu megah diri jendela awal mungkin fungsi penjara masa lalu utama bagi bawah tanah memang cukup seram iring cerita edar sekarang bangun jadi lebih ramah banyak event selenggara sana bersih urus megah meski masa ganti zaman lalu,-18,negatif
rupa bangun sejarah milik aura beda kolonial mistis yang sangat asa tempat,-16,negatif
ambil alih kelola persero batas kai langsung jadi museum kereta api kota semarang gedung lawang sewu makin hilang kesan horor mistis banyak spot foto bisa nikmat walaupun beberapa area sekarang jadi tutup umum,-8,negatif
baru sekali masuk sini nyata semua sudut jadi objek foto bagus foto cerita kota semarang,-8,negatif
travelers suka jalan tempat yang sedikit lebih tantang mistis sejarah coba kesini kalau nyaman siang hari kalau mau tantang sore ke malam,-20,negatif
gedung asa tengah kota semarang dekat tempat oleh mall asa jalan protokol masuk bayar per orang jasa guide bawa mobil parkir mall dekat jalan kaki m buka sampai malam jam galeri foto putar video,0,negatif
sering main sini dengan tiket ribu bisa keliling puas ya tadi lawang sewu jadi tarik bila event yang selenggara sini selebihnay sih nikmat bangun kuno foto gathering sama teman sayang susah parkir,-8,negatif
sekian lama main lawang sewu sekarang lawang sewu milik ubah sitnifikan cat bersih lampu sangat terang jadi tamu wisatawan akan kunjung lawang sewu tidak seperti fikirkan nyata lawang sewu milik tour gate baik sangat ramahdan biaya tour gate sangat murahyang kesal parkir di sekitar lawang sewu susah mahal,-49,negatif
salah satu ikon kota semarang sangat ikonik furnitur khas jam dahulu apik masih awat,-6,negatif
eksotik lawang sewu cocok nikmat jelang senja hari cuaca cerah tampak padu langit yang semburat warna jingga lampu kuning sekitar gedung nyala banyak orang abadi foto selfi lawang sewu habis kita keliling mulai gedung utama lalu lorong bangun kuno sangat tarik cinta selfie,-7,negatif
bagus kesan seram nya tidak dan sejarah kembang kereta api yang buat jadi tahu kereta api indonesia,-10,negatif
gedung arsitektur luar biasa salah satu ikon kota semarang jadi destinasi wisata kota,-14,negatif
nah kalau sudah di semarang tidak pas kalau tidak lawang sewu sini akan ajar sejarah gedung sebut kalau kesini sih baik malam hari biar makin greget hehe,-3,negatif
kunjung lawang sewu bawa suasana jaman jajah kenal sejarah kereta api jawa utama asal muasal kata sepur sadur bahasa belanda sephore tempat oke foto sudah amat biasa tidak salah coba,-26,negatif
landmark nya semarang wajib banget datang kalau semarang lokasi sangat mudah akses karena tengah kota,-5,negatif
lawang sewu rupa salah satu bangun sejarah kenal semarang jam buka pukul pagi malam bangun sejarah cukup bagus indah telah pugar banyak tempat spot foto bagus walaupun sudah bisa foto kaca patri kenal dalam lawang sewu ada sejarah kena bidang kereta api indonesia ada miniatur kereta warna hitam dekat pintu keluar tempat sangat rekomendasi tuju wisata sangat padat kalau weekend banyak study tour sekolah maupun study tour umum sekitar semarang atau luar kota cara seluruh rekomendasi place,-57,negatif
lawang sewu makin horror jka kita kunjung malam hari sensasi mistis srasa mantap walo sdah banyak lmpu pnerangan nmun kesan horor masih mlekat tiap kita lwang sewu,-7,negatif
tiket masuk dewasa ribu khusus ajar ribu tunjuk kartu ajar ruang banyak yang kosong tidak isi apa perlu awat segar lebih tarik kunjung,-3,negatif
lama semarang baru kali sempat mampir masuk lawang sewu biasa lihat luar nyata bagus di dalam lawang sewu tempat keren buat foto foto,-2,negatif
lepas candi borobudur akhir waktu sewa sepeda motor pakai kurang lebih pukul wib tiba yogyakarta panjang jalan magelang yogyakarta empat kali hitung hampir nabrak orang antuk tidak tiru siapa kendara usaha jangan ngantuk fatal akibat sepeda motor tepi coba istirahat jenak tidak lama lanjut jalan hingga suatu rumah makan dekat kampus universitas bangun nasional upn yogyakarta makan teman sempat cerita lawang sewu ada semarang tahu rencana kata sana banyak hantu rasa penasaran mulai buncah benar tidak cerita mistis lawang sewu bukti lihat langsung tempat selesai makan aku antar halte trans jogja lanjut jalan semarang lalu terminal jombor tiga jam lalu pasca berangkat terminal jombor sampai terminal bayang sukun semarang jarak kota kira kira panjang kami baru kinja kaki faham daerah semarang ojek daring jadi solusi antar saja tarif sesuai lagi lelah pulih kemarin kurang tidur ah payah barusaja semarang belum apa apa tumbang gumam gagal rencana potret suasana malam semarang tambah hujan deras serta petir terus terjang hingga pagi buat jadwal alarm nikmat sunrise nasib sama timpa siang sama cuaca pagi masih mendung nyata hantu lawang sewu fakta sampa lawang sewu nyata jadwal pagi terlalu semangant mungkin jam buka museum pukul wib datang kesana pukul paksa sedikit keliling dapat cangkir kopi di warung lawang sewu jaman rupa bangun bekas kantor nederland indische maatschappij nis bangun tahun akhir tahun arsitek c tidak citroen pasca merdeka bangun megah lantai pernah guna sebaga kantor djawatan kereta api repoeblik indonesia dkari persero batas kai sekarang bangun sebut lawang sewu milik pintu banyak juga pernah jadi kantor badan prasarana komando daerah iv diponegoro kantor wilayah hubung jawa tengah masa juang gedung letak di jalan pemuda semarang jawa tengah ini juga milik sejarah sendiri pernah jadi tempat peristiwa perang lima hari angkat muda kereta api lawan kempetai kidobutai jepang tengah oktober ada hantu cerita teman kalau sudut sudut bangun yang relatif gelap banyak saya temu hantu sudah bisa simpul cerita hantu palsu,-251,negatif
senang habis waktu sama teman sini tempat lumayan bersih waktu keliling tani sama pandu jadi enak informasi cukup jelas terus pandu sudah tahu betul spot bagus buat foto,-21,negatif
sudah asing dong ya lawang sewu atau gedung ribu pintu lokasi strategis banget jadi musah kesini ohiya htm nya rp ribu orang banding kok ornamen gedung tua jara agak rem hehe,-13,negatif
lawang sewu bangun sejarah masa belanda asa semarang kalian lihat banyak pintu apik instagramable cukup ribu saja tiket masuk lawang sewu,-11,negatif
salah satu waris kolonial bekas kantor manajeman nism masa jepang jadi tempat penjara orang yang lawan jepang,-3,negatif
angker bayang banyak sekali spot foto asa tepat jantung kota semarang anda bisa unjung museum mandala kota lama atap bisa foto background tugu muda akan lupa,-22,negatif
